"date","region","district","sub","original_sub","gender","baraza.B1","baraza.other_b1","baraza.B2","baraza.B3","baraza.other_b3","baraza.B4","baraza.B5","baraza.B6","baraza.visit_times.C1","baraza.visit_times.C2","baraza.visit_times.C3","baraza.visit_times.C4","baraza.visit_times.C5","baraza.visit_times.C6","baraza.visit_times.C7","baraza.visit_times.C8","baraza.visit_times.C9","baraza.km.D1","baraza.km.D2","baraza.km.D3","baraza.km.D4a","baraza.km.D4b","baraza.production.E1a","baraza.production.E1b","baraza.health.E2a","baraza.health.E2b","baraza.gender1.E3a","baraza.gender1.E3b","baraza.works.E4a","baraza.works.E4b","baraza.finance1.E5a","baraza.finance1.E5b","baraza.E6","baraza.E7","baraza.other_e7","baraza.meeting.F1","baraza.meeting.F2","baraza.meeting.F3","baraza.meeting.F4","baraza.H1","baraza.H2","baraza.H2b","baraza.H3","baraza.H4","baraza.H5","baraza.H6","baraza.H7","baraza.H8","baraza.H9","baraza.H10","baraza.H11","baraza.H12","baraza.H13","baraza.H15","baraza.H16","baraza.H17","baraza.H18","baraza.H19","baraza.H20","baraza.H21","baraza.H22","baraza.H23","baraza.H24","baraza.H25","baraza.H26","baraza.H27","baraza.H28","baraza.H29","baraza.H30","baraza.H31","baraza.H32","baraza.H33","baraza.H34","baraza.H35","baraza.H36","baraza.H37","baraza.H38","baraza.H39","baraza.H40","baraza.H41","baraza.H42","baraza.H43","baraza.H44","baraza.H45","baraza.H46","baraza.H47","baraza.H48","baraza.H49","baraza.H50","baraza.H51","baraza.H52","baraza.H53","baraza.H54","baraza.H55","baraza.H56","baraza.H57","baraza.H58","baraza.H59","baraza.H60","baraza.H61","baraza.H62","baraza.H63","baraza.H64","baraza.H65","baraza.H66.1","baraza.H66.2","baraza.H66.3","baraza.H66.4","baraza.H66.98","baraza.H67","baraza.H68","baraza.H69","baraza.H70","baraza.H71","baraza.H72","baraza.H73","baraza.H74","baraza.H75","baraza.H76","baraza.H77","baraza.H78","baraza.H79","baraza.H80","baraza.H81","baraza.H82","baraza.H83","baraza.H84","baraza.H85","baraza.H86","baraza.H87","baraza.H88","baraza.H89","baraza.H90","baraza.H91","baraza.H92","baraza.H93","baraza.H94","baraza.H95","baraza.H96","baraza.H97","baraza.H98","baraza.H99","baraza.H100","baraza.H101","baraza.H102","baraza.H103","baraza.H104","baraza.H105","baraza.H106","baraza.H107","baraza.H108","baraza.H109","baraza.H110","baraza.H111","baraza.H112","baraza.H113","baraza.H114","baraza.H115.1","baraza.H115.2","baraza.H115.3","baraza.H115.4","baraza.H115.98","baraza.H116","baraza.maleex.K1","baraza.maleex.K2","baraza.maleex.K3","baraza.maleliv.K4","baraza.maleliv.K5","baraza.maleliv.K6","baraza.malec.K7","baraza.malec.K8","baraza.malec.K9","baraza.K10","baraza.acc_ag.K11","baraza.acc_ag.K12","baraza.acc_ag.K13","baraza.acc_ag.K14","baraza.K16","baraza.K17","baraza.K18.1","baraza.K18.2","baraza.K18.3","baraza.K18.4","baraza.K18.98","baraza.K19","baraza.input_dis.K20","baraza.input_dis.K21","baraza.input_dis.K22","baraza.input_dis.K23","baraza.K24","baraza.K24b","baraza.K25","baraza.priority","baraza.L1","baraza.L2","baraza.L3","baraza.L4","baraza.L5","baraza.L6","baraza.L7","baraza.L8","baraza.L9","baraza.L10","baraza.L11","baraza.L12","baraza.L13","baraza.L14","baraza.M1","baraza.M2","baraza.M3","baraza.M4","baraza.M5","scID"
"2020-02-18","Central","LWENGO","NDAGWE","Original","Male",2,"n/a",49,6,"n/a",1,2,4,6,12,12,12,6,12,12,4,20,0,25,2,95,75,1,"Female",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",1,0,6,1,79,150,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"10","0","0","999","2","2","2","0","0","999","4","4","2","2","2","2","1","1","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"n/a",2,"n/a","n/a",2,1,2,79,0,1,"4","2",60,30,16,6050,128,128,80,1,"913","24","15","20",18,"7500","4","1200",16,16,16,0,13,0,"1","1","0","0","0","0",17,1,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,1,0,1,0,10,10,15,10,2,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,0,2,"n/a","n/a",4,7,8,8,5,3,3,2,6,6,8,3,3,3,3,"LACK OF TRANSPORT AROUND THE SUBCOUNTY, LACK OF TRANSPARENCY UN GOVERNMENT FUNDS.",1,"2019-10-01","1","ACCOUNTABILITY OF GOVERNMENT FUNDS ESPECIALLY MONEY SENT TO SCHOOLS.",217
"2020-02-19","Central","MUKONO","NAGOJJE","Split","Male",6,"n/a",34,6,"n/a",1,2,1,24,5,24,4,4,12,26,0,0,4,88,68,98,80,2,"n/a",2,"n/a",1,"Male",2,"n/a",1,"Male","2020-01-01",2,"n/a",4,4,6,6,17,999,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"n/a",1,"1","1",999,999,999,999,1,1,"2","1",999,999,4,2470,999,999,999,1,"600","32","32","0",25,"999","5","999",4,4,4,3,0,0,"1","0","1","1","0","0",5,1,1,"4","2",1,2,"n/a","n/a","n/a","n/a","n/a",30,0,0,1,0,0,1,0,0,0,0,1,20,20,20,1,2,"n/a","n/a","n/a","n/a","n/a",50,0,0,0,0,1,"4","2",4,1,1,10,9,8,9,6,2,4,9,6,5,5,5,"1. Lack of means
2. Lack of office space ",1,"2017-07-01","2","n/a",218
"2020-02-15","Central","RAKAI","NABIGASA","Original","Female",2,"n/a",51,4,"n/a",1,2,2,1,3,1,1,1,4,10,2,6,7,3,15,95,2,1,"Male",1,"Female",1,"Female",2,"n/a",1,"Female","2019-12-01",3,"n/a",1,3,5,5,38,76,3,"0","0","0","999","999","999","3","3","6",1,"3","0","0","0","0","2","2","0","0","0","6","6","0","2","2","2","2","2","1","2","0","2","3","3","1","3","3","3","2","0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0",2,"n/a","n/a","n/a","n/a","n/a",40,"2",1,"3","3",4,3,17,3,0,1,"1","1",20,30,11,550,999,999,999,3,"999","999","999","999",999,"999","2","999",15,0,17,16,0,0,"2","2","2","2","0","0",2,1,1,"5","5",1,1,"False","True","False","False","False",20,1,0,5,2,0,3,0,0,5,0,30,15,50,25,1,2,"n/a","n/a","n/a","n/a","n/a",999,2,0,1,1,2,"n/a","n/a",3,8,1,7,10,6,10,6,9,10,10,10,10,10,10,"No siting allowance when the executive committe meetings are held
High expections from the community",1,"2019-12-01","1","Electrity to be distributed in village
 Constructing of  of health centre  in the subcounty.",219
"2020-02-20","Central","SEMBABULE","NTUUSI","Original","Male",1,"n/a",48,6,"n/a",2,2,16,10,10,8,4,8,4,10,6,3,0,0,10,95,95,1,"Female",1,"Female",1,"Female",1,"Male",1,"Male","2020-01-01",2,"n/a",4,2,0,3,51,102,2,"0","0","0","4","4","4","2","2","2",1,"30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"False","False","False","False","True",999,"2",2,"n/a","n/a",4,0,0,0,1,1,"30","1",60,20,18,999,999,999,999,1,"999","999","999","999",41,"999","0","n/a",8,999,8,18,18,18,"0","999","0","0","0","0",19,2,2,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",0,2,0,0,2,0,0,0,1,1,2,2,60,95,95,2,2,"n/a","n/a","n/a","n/a","n/a",0,2,0,1,1,1,"20","15",1,10,10,9,1,1,1,1,1,10,10,1,1,1,1,"High levels of illiteracy
Inadequate funding
Disease outbreaks eg fmd
Long droughts
Unstable market prices",1,"2019-05-01","1","Works
Production",220
"2020-02-20","Central","SEMBABULE","NTUUSI","Original","Female",96,"Councillor ",33,4,"n/a",1,1,4,3,0,1,0,2,1,1,3,1,0,64,15,75,56,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2019-06-01",4,"n/a",1,0,3,0,52,104,3,"0","0","0","6","6","9","0","0","0",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0","0","0","3","3","0","0","0","0","3","0","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",999,"999",98,"n/a","n/a",3,0,0,15,0,1,"1","1",8,5,14,85,120,100,30,1,"60","10","10","5",10,"65","0","n/a",8,10,10,10,14,14,"0","0","0","0","0","0",15,2,1,"1","1",1,2,"n/a","n/a","n/a","n/a","n/a",999,1,0,3,2,0,3,0,1,2,1,2,10,75,55,1,2,"n/a","n/a","n/a","n/a","n/a",999,2,0,0,0,1,"1","0",3,10,8,10,10,1,2,6,2,7,9,9,10,10,10,"Inadequate Funds",1,"2019-04-01","2","n/a",221
"2020-02-17","Central","LWENGO","MALONGO","Original","Male",1,"n/a",31,6,"n/a",2,2,0,5,10,2,3,1,1,20,0,0,2,10,20,70,80,1,"Male",1,"Female",2,"n/a",2,"n/a",1,"Male","2020-02-01",2,"n/a",3,3,2,1,54,108,2,"2","2","4","8","8","5","0","0","8",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","2","0","2","2","0","2","2","0","0","0","0","2","2","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"False","False","False","True","False",0,"2",2,"n/a","n/a",7,2,999,0,0,1,"20","0",30,10,999,86620,208,208,50,15,"999","999","999","50",2,"999","4","999",5,999,999,999,999,999,"999","999","999","999","999","999",999,2,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",10,1,0,1,1,1,1,0,0,3,4,60,80,80,30,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,2,0,1,"5","5",2,7,6,10,9,4,2,1,1,9,3,1,1,10,10,"Lack of funds",2,"n/a","n/a","n/a",222
"2020-02-17","Central","LWENGO","MALONGO","Original","Male",2,"n/a",45,4,"n/a",1,1,4,5,4,4,4,4,10,10,20,0,4,10,20,75,50,2,"n/a",1,"Male",1,"Female",1,"Male",1,"Female","2019-09-01",3,"n/a",0,3,3,3,54,108,2,"2","2","8","8","6","10","0","0","5",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","0","2","2","0","2","2","2","0","0","0","2","2","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",0,"2",1,"8","8",7,2,5,0,0,1,"100","10",20,10,27,86628,208,200,300,999,"999","999","999","100",20,"999","999","999",0,10,20,150,999,0,"999","999","999","999","999","999",999,2,98,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,0,0,0,4,50,50,70,5,1,2,"n/a","n/a","n/a","n/a","n/a",20,4,0,4,4,2,"n/a","n/a",1,7,6,6,10,1,1,1,1,10,6,1,5,7,10,"- Transportation
- Little Salary yet alot of movements and expenses
- Political affliations",1,"2017-11-01","2","n/a",223
"2020-02-23","Central","MASAKA","MUKUNGWE","Original","Male",3,"n/a",37,6,"n/a",1,2,4,5,10,15,12,12,12,12,8,3,7,48,40,99,95,1,"Male",1,"Male",1,"Female",1,"Male",1,"Female","2020-02-01",2,"n/a",2,1,3,3,50,100,1,"0","0","1","4","4","2","0","0","2",1,"18","0","0","1","1","1","2","0","0","2","4","4","5","3","2","4","2","2","3","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",98,"n/a","n/a","n/a","n/a","n/a",10,"1",98,"n/a","n/a",15,6,8,22,999,1,"3","3",21,8,12,6000,102,82,37,4,"2200","96","58","20",4,"999","3","999",1,4,4,4,8,0,"1","1","0","0","0","0",16,1,1,"1","1",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,3,1,0,4,1,1,4,0,45,30,47,1,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,2,2,1,"6","5",1,7,3,3,2,1,1,1,2,3,2,3,1,5,2,".Delays in government refunds
.limited facilitation",2,"n/a","n/a","n/a",224
"2020-02-23","Central","MASAKA","MUKUNGWE","Original","Female",96,"LC3 Councillor",38,96,"Diploma in Library and Inf. Sc",1,1,4,6,0,2,4,2,5,2,1,15,8,67,40,92,90,1,"Male",1,"Male",1,"Female",1,"Male",1,"Female","2020-02-01",2,"n/a",6,3,5,1,53,106,1,"0","0","0","5","5","0","0","0","0",2,"20","0","0","0","4","4","0","4","4","0","8","8","0","3","3","0","4","4","0","1","1","0","1","1","0","1","1","1","0","0","0","0","1","0","0","2","2","0","2","2","2","2","2","2","2","0","2","2","2","0","1",2,"n/a","n/a","n/a","n/a","n/a",0,"1",1,"1","1",15,4,2,20,200,2,"n/a","n/a",30,5,10,400,120,98,8,4,"2000","80","70","0",45,"10000","5","400",0,0,7,6,4,10,"0","0","1","1","0","0",22,1,2,"n/a","n/a",2,98,"n/a","n/a","n/a","n/a","n/a",0,1,1,999,1,1,3,1,1,2,0,29,12,54,1,1,98,"n/a","n/a","n/a","n/a","n/a",20,2,999,999,0,98,"n/a","n/a",2,2,6,7,9,2,1,1,1,9,3,4,1,3,3,".Arrogancy of technical bench
.Lack of facilitation for fieldwork
.Absence of accountability",2,"n/a","n/a","n/a",225
"2020-02-22","Central","MASAKA","BUKAKATA","Original","Female",1,"n/a",30,6,"n/a",2,2,0.2,2,2,10,24,12,13,24,12,1,0,40,40,80,80,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",4,3,4,4,27,54,1,"0","0","0","4","4","2","0","0","1",1,"8","0","0","1","2","2","0","2","2","2","11","11","0","2","2","0","2","2","0","0","1","1","0","1","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","999","1","1","1","0","999",1,"False","False","False","False","True",30,"1",2,"n/a","n/a",6,4,5,3,999,2,"n/a","n/a",20,30,5,1250,45,45,10,1,"198","20","15","20",12,"2851","2","641",0,5,2,3,5,5,"0","1","0","1","0","0",0,1,1,"1","0",1,2,"n/a","n/a","n/a","n/a","n/a",10,1,0,2,1,0,1,0,0,3,1,5,10,5,3,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,2,0,1,"1","1",3,8,10,7,8,1,1,1,6,10,1,10,5,1,1,"Impassable roads, political intervention(opposition), inadequate staff, inadequate facilitation, delay of government grants.",1,"2019-03-01","2","n/a",226
"2020-02-22","Central","MASAKA","KABONERA","Original","Male",2,"n/a",49,96,"Certificate in nursing",1,1,4,4,5,3,1,2,0,0,2,0,15,10,55,75,75,1,"Female",1,"Female",1,"Female",1,"Female",1,"Female","2020-02-01",2,"n/a",0,0,0,1,49,98,1,"0","0","1","3","3","2","0","0","1",1,"0","0","0","1","2","2","0","0","0","1","3","3","2","2","1","2","1","1","1","0","0","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","0","1","1","1","0","1","1","1","1","1","999","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",70,"1",1,"2","2",6,2,999,999,2,1,"5","5",20,15,17,6000,180,999,10,1,"400","24","24","5",38,"999","7","1500",16,999,999,3,13,999,"0","1","0","1","1","1",999,1,1,"2","2",1,2,"n/a","n/a","n/a","n/a","n/a",40,1,0,2,1,0,2,0,0,2,1,40,40,35,12,1,2,"n/a","n/a","n/a","n/a","n/a",15,2,1,2,2,1,"1","1",4,6,7,5,8,6,7,5,6,8,6,5,3,9,9,"Poor Facilitation, lack of materials (boots, helments, riding jackets), high demand of farm inputs by community members",1,"2018-10-01","1","Government programs (access to government funds, promotion of food production)",227
"2020-02-13","Central","KIBOGA","DWANIRO","Original","Male",6,"n/a",35,6,"n/a",2,2,3,48,999,999,45,999,0,50,1,0,0,999,0,40,40,1,"Male",1,"Female",1,"Male",1,"Male",1,"Female","2020-01-01",96,"Bi quaterly",0,0,3,4,2,12,2,"999","999","999","4","4","999","2","2","999",1,"999","0","0","999","999","999","999","3","3","999","6","6","999","4","4","999","1","1","999","0","2","0","0","2","2","2","0","1","1","0","0","2","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0",1,"True","False","False","False","False",999,"1",1,"3","1",21,2,8,20,0,1,"10","6",60,50,4,999,999,999,999,1,"999","999","999","999",15,"999","0","n/a",0,2,2,2,0,0,"0","999","0","1","1","0",5,2,1,"6","3",1,1,"False","False","False","True","False",999,1,0,2,1,0,3,1,0,3,1,20,30,40,40,1,2,"n/a","n/a","n/a","n/a","n/a",999,3,0,0,0,1,"10","4",4,10,10,10,10,1,1,10,2,10,10,1,1,1,1,"Low salary
Impassable roads
Delays in provision of agricultural inputs
Lack of political will in service delivery
Political interference
Limited funds to WLP, UWEP and PWDs Grant's
Under staffing
Capacity building among the technical staff",1,"2019-09-01","2","n/a",228
"2020-02-24","Central","SEMBABULE","LUGUSULU","Original","Male",1,"n/a",45,6,"n/a",1,2,0.75,7,10,52,12,12,12,12,12,2,0,42,2,55,55,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",0,0,0,3,50,50,3,"0","0","0","0","6","1","6","0","0",1,"6","0","0","1","2","2","4","0","0","0","3","3","9","2","2","4","0","0","2","0","0","1","2","2","0","2","2","2","0","0","0","2","2","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0",2,"n/a","n/a","n/a","n/a","n/a",0,"2",1,"4","1",5,0,3,10,0,1,"4","1",17,4,21,4500,189,180,80,1,"550","28","18","10",30,"3000","1","255",18,19,15,21,19,15,"0","0","0","0","0","0",65,1,1,"2","2",1,1,"False","False","True","False","False",999,1,1,0,2,0,0,1,0,0,6,5,1,10,50,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,0,1,1,1,"3","0",3,8,8,9,6,2,2,7,4,7,5,3,2,2,3,"Inadequate funding 
Transport 
Animal diseases outbreak  eggs FMD",1,"2019-02-01","2","n/a",229
"2020-02-21","Central","SEMBABULE","SEMBABULE_TC","Original","Male",1,"n/a",35,96,"Gradiet",1,2,4,30,25,40,20,20,20,12,50,12,5,15,3,70,30,1,"Female",1,"Female",1,"Male",1,"Male",1,"Male","2020-02-01",2,"n/a",10,12,5,6,9,9,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"True","False","False","False","False",30,"n/a",1,"10","6",0,0,0,0,1,2,"n/a","n/a",50,50,6,4000,30,30,36,1,"500","12","8","10",10,"800","1","700",6,6,6,6,6,6,"1","1","1","1","1","1",1,1,2,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",20,1,1,3,1,0,2,1,1,4,3,70,10,20,30,1,1,"False","False","False","True","False",30,2,2,2,2,2,"n/a","n/a",4,9,8,9,8,4,4,8,8,8,8,8,9,8,8,"Funds",1,"2018-08-01","1","Roads   and   Health",230
"2020-02-21","Central","SEMBABULE","SEMBABULE_TC","Original","Male",2,"n/a",47,6,"n/a",1,2,8,24,3,7,12,26,6,4,26,7,4.5,36,45,98,75,1,"Female",1,"Male",1,"Female",1,"Male",1,"Male","2020-01-01",2,"n/a",2,0,7,10,18,18,1,"1","1","4","0","0","6","0","0","4",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",20,"0",2,"n/a","n/a",0,1,0,2,1,1,"20","15",20,5,4,1500,30,30,10,1,"400","14","14","20",6,"2180","1","200",3,3,4,2,4,2,"1","1","1","0","1","1",1,1,1,"20","18",1,1,"True","False","False","False","False",30,0,1,2,1,0,2,0,1,3,0,20,70,70,30,1,2,"n/a","n/a","n/a","n/a","n/a",30,1,1,2,2,1,"10","10",1,9,8,9,8,3,7,3,9,9,3,4,3,8,8,"Funds",1,"2018-07-01","1","Health  and   Eduacrion",231
"2020-02-21","Central","SEMBABULE","LUGUSULU","Original","Male",96,"Youth   Councilor",28,5,"n/a",1,1,4,5,4,4,10,15,8,5,8,3,8,72,65,90,50,1,"Male",1,"Male",1,"Female",1,"Male",1,"Male","2019-12-01",3,"n/a",4,2,4,6,124,124,4,"4","4","4","8","8","0","4","4","0",2,"100","4","4","0","2","2","0","4","4","0","4","4","0","2","2","0","0","0","2","2","2","2","0","4","4","4","2","4","1","1","4","4","4","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0",2,"n/a","n/a","n/a","n/a","n/a",45,"4",2,"n/a","n/a",0,7,40,90,3,2,"n/a","n/a",30,20,20,6000,380,380,90,2,"900","30","30","10",21,"6200","1","1",20,15,20,10,20,0,"15","10","1","0","0","0",47,1,1,"2","2",1,1,"False","True","False","False","False",20,1,1,2,2,0,1,2,1,2,1,18,20,70,90,1,2,"n/a","n/a","n/a","n/a","n/a",30,80,20,4,0,1,"5","5",2,8,8,5,3,3,4,3,8,7,6,8,5,6,5,"Technical staff",2,"n/a","n/a","n/a",232
"2020-02-20","Central","SEMBABULE","LWEMIYAGA","Original","Male",1,"n/a",42,6,"n/a",1,2,2,8,5,20,5,4,10,5,10,3,0,68,10,60,60,1,"Female",1,"Male",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",2,5,4,3,65,130,4,"0","0","999","8","8","8","0","0","999",1,"8","0","0","999","1","1","2","999","999","999","4","4","2","2","2","2","1","1","0","0","4","1","0","0","0","4","4","4","0","0","0","4","4","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"4",2,"n/a","n/a",5,0,0,8,0,1,"2","2",15,10,22,7500,150,150,50,1,"187","20","16","999",0,"n/a","n/a","n/a",20,15,20,10,22,0,"1","1","1","0","0","0",23,1,2,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,2,1,1,2,999,999,999,5,30,60,50,50,1,2,"n/a","n/a","n/a","n/a","n/a",999,2,0,0,0,98,"n/a","n/a",1,9,8,4,7,3,3,2,2,5,3,8,4,2,2,"LACK OF TRANSPORT TO MOVE AROUND THE COMMUNITIES,LOW FACILITATION IN TERMS OF QUARTERLY FUNDS TO DO SUBCOUNTY ACTIVITIES.",1,"2019-12-01","2","n/a",233
"2020-02-20","Central","SEMBABULE","LWEMIYAGA","Original","Male",96,"FINANCIAL COMMITTEE CHAIRMAN",36,4,"n/a",1,1,10,1,0,2,4,2,1,0,5,10,0,50,10,75,68,1,"Male",1,"Female",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",1,2,2,1,61,120,3,"0","0","0","999","999","999","0","0","0",1,"5","0","0","0","1","1","1","999","999","999","999","999","999","1","1","2","1","1","0","0","3","3","3","0","0","3","3","3","0","0","0","3","3","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",999,"3",2,"n/a","n/a",3,0,999,999,0,2,"n/a","n/a",20,15,23,8000,150,150,60,1,"187","20","16","999",0,"n/a","n/a","n/a",17,20,20,10,22,0,"1","1","1","0","0","0",23,1,2,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,2,1,1,2,0,0,0,5,30,60,50,50,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,0,0,0,1,"3","3",3,7,7,9,7,2,3,2,4,6,5,5,5,5,5,"LACK OF TRANSPORT FACILITIES LIKE MOTORCYCLES TO HELP IN INTERNAL MOVEMENTS WITH IN THE SUBCOUNTY. LACK OF TRANSPARENCY IN THE FUNDS RECEIVED RIGHT FROM THE DISTRICT LEVEL.",1,"2019-11-01","2","n/a",234
"2020-02-20","Central","MUKONO","KIMENYEDDE","Original","Male",2,"n/a",68,3,"n/a",1,2,14,3,7,2,0,0,8,0,2,12,0,49.2,0.1,93,93,1,"Male",1,"Female",1,"Male",1,"Male",1,"Male","2020-01-01",2,"n/a",2,0,0,0,27,27,1,"1","1","2","1","1","2","1","1","1",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",0,"1",1,"3","1",15,6,0,6,4,1,"4","2",20,20,13,6400,999,999,999,0,"n/a","n/a","n/a","n/a",32,"7800","7","999",3,13,13,11,999,5,"n/a","n/a","n/a","n/a","n/a","n/a",13,2,1,"4","1",1,2,"n/a","n/a","n/a","n/a","n/a",45,1,1,0,1,0,0,0,0,0,0,40,20,40,10,2,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,1,1,"3","0",4,10,8,10,9,2,4,2,4,4,7,2,2,2,6,"1. Facilitation for leaders
2. Appropriation of funds for different activities is poor. We need more money to construct roads and boreholes ",2,"n/a","n/a","n/a",235
